"","comicName","comicSummary","comicGrade"
"1466","fictionornonfiction","변태같고 퀴퀴한일기","9.85"
"1467","대학일기","재수하고 대학입학","9.90"
"1468","지켜라!밥그릇","밥그릇 지킵니다","9.85"
"1469","FreeOrUNfree","우연일까 운명일까","9.80"
"1470","저편의그림자","후련한 총격액션,  남자는 쏘는거다.","9.79"
"1471","에르나크","눈 떠 보니 게임 속?!","9.85"
"1472","갱스터","암흑가, 마피아, 보스, 그러나 코믹.","9.49"
"1473","음남미녀","음대생과 미대생의 이야기","9.87"
"1474","여고남","매 주 금요일 업뎃","9.54"
"1475","마왕이상병신","정직한 제목","9.87"
"1476","묵색임금","판타지/화요일 연재!","9.85"
"1477","먼지소녀","불운한 소녀와 불운을 보는 소년의 이야기.","8.88"
"1478","인생팔이청년","인생팔이","9.85"
"1479","지구의태엽","범죄물, 두뇌물","9.85"
"1480","불멸의드래곤","전설이 언데드로 부활하다","9.51"
"1481","판데모니움","악마의 지옥탈출","9.59"
"1482","GO!신나고","꼬꼬마 고독한의 농구를 통한 성장 스토리","9.58"
"1483","살랑이는하루","봄바랑처럼 살랑이는 일상툰","9.75"
"1484","당신은왼손을모른다","미스터리&감성","9.87"
"1485","하늘과하늘의순정","하늘이의 순정만화 이야기","9.82"
"1486","리브하이","용림고 학생들의 평범할 것 없는 하루.(자유연재)","9.58"
"1487","네모랜드","네모들의 이야기","9.77"
"1488","분홍분홍해","메구스타스투♥","9.85"
"1489","플레이어","판타지","9.71"
"1490","카니발라이즈","다크판타지","9.85"
"1491","고양이가할퀴고간자리","헤어질때 느껴지는 아픔이 마치 고양이가 할퀴고 간 느낌...","9.82"
"1492","노하우","본격 생활밀착형 노가다 만화. 인생살이 왕도는 없다!","9.77"
"1493","방과후에","자유연재","9.84"
"1494","포도나무소녀","포도나무","9.79"
"1495","너희가국딩을아느냐?!","1995년! 초딩이 아닌 국딩이 간다!","9.84"
"1496","모던픽션A:삼국지표류도시","최후 인류 우주 표류","9.82"
"1497","체크포인트","<체크포인트> 시간을 되돌릴 수 있는 초능력자 주인공에게 벌어지는 위험한 사건들","9.68"
"1498","요신님의이름으로","평화롭지 못한 이야기","9.65"
"1499","79년생.세상과7979하다.","79년생. 세상과 7979하다.","9.83"
"1500","나와악수하는시간","너와 내가 만났다.","9.83"
"1501","내고양이!님","고양이와 동거!","9.85"
"1502","에스키스","매주 수요일","9.85"
"1503","하이타이","태국에서 놀고먹기","9.83"
"1504","바나나스플릿","첫사랑 사수기.","9.66"
"1505","지구평화","HARMONY","9.46"
"1506","신모양의이모양저모양","이런저런 이야기","9.85"
"1507","모순의남자","모순남 김현우 이야기","9.74"
"1508","드래곤카이트","드래곤 카이트","9.70"
"1509","WalkingInTheDark","소년병 이야기","9.86"
"1510","블랙앤서","청춘 농구 드라마","9.74"
"1511","리얼소꿉친구","소꿉친구 로맨스","9.86"
"1512","A의세계","마지막 학생들","9.41"
"1513","19세기비망록","위험한 오라버니와 금단의 재회. 제1회 네이버 웹소설 공모전 장려상 수상 및 연재작 <19세기 비망록> 원작.","9.83"
"1514","두남자일기","평범한 동거","9.86"
"1515","다이아하트의안내인","아마 마법소녀","9.12"
"1516","붕어빵육아일기","인간세상으로 나온 붕어빵 육아일기","9.30"
"1517","연애천재","로맨스코메디","9.86"
"1518","바(Bar)","바텐더","9.88"
"1519","참아줘요,마리안느!","베일에 싸여 있는 공주와 하녀의 일상 스토리~!!","9.41"
"1520","하이스쿨히어로즈","입시어드벤처","9.77"
"1521","야수본능","(연재종료)","9.51"
"1522","생각그물.","머리속에 잠들어있는 동화들.","9.86"
"1523","말랑하게센티멘탈","청춘이란 이름의 아이들, 그 달콤쌉쌀한 이야기","9.81"
"1524","듀이","드래곤 판타지","9.85"
"1525","비로물드는꿈","뱀의 임","9.85"
"1526","투명한동거","유령과 인간의 아슬아슬한 동거 생활","9.85"
"1527","은조","판타지 액션!","9.05"
"1528","비만곰의정석다이어트","105kg, 비만곰의 2년만에 50kg를 감량하다.","9.77"
"1529","점심식탁","매일 매일 점심을 함께 먹는 두 여자의 점심식탁이야기","9.85"
"1530","자전거도둑","유쾌발랄 하고싶다","7.86"
"1531","공주님마음대로!","레몬 이야기","9.48"
"1532","To.[M]","공지","9.81"
"1533","사자머리와호깜대","사자머리와 뻔뻔한 세냥이들의 일상다반사","9.74"
"1534","실례지만잠시지구좀멸망시키겠습니다","추리서바이벌 학원물","9.84"
"1535","CAT","자유연재","9.83"
"1536","더미","실험용 인형 더미의 성장기","9.85"
"1537","나는공주다","공주가뚱녀가됐어","9.61"
"1538","유피씨의그림일기","그림일기 시즌.2","9.67"
"1539","나를키워주세요","인간사육","9.79"
"1540","개년들","개년들?","9.87"
"1541","포이즌아가씨","독을 품은 여자","9.87"
"1542","찬란하게드리우다","행복하지 못한 남자","9.87"
"1543","호랑각시","자유연재입니다. 죄송합니다.","9.18"
"1544","아비터","각자의 세계를 지키기 위한 존재들의 치열한 싸움.[전 세퍼레이트 웨이]","9.78"
"1545","좀비신드롬","좀비 로멘스 스릴러","9.85"
"1546","소원을이루어줄게!","부자들의 일상 4차원 개그!","9.53"
"1547","크리스마스는쨈과함께","개가 된 악마","9.86"
"1548","731바이러스","바이러스는 누구의 책임인가?","9.76"
"1549","야상곡","뱀파이어의 표적이 되는 사람들, 그리고 그 뒤를 쫓는 사람들","9.75"
"1550","낙타의숲","바이러스와 사투","9.62"
"1551","사랑니(confused)","일상툰같은 연애툰","9.86"
"1552","스타일리쉬리벤지","현대배경 액션판타지","9.63"
"1553","떡신사바","도깨비이야기","9.78"
"1554","사신과소녀","순정 판타지","9.86"
"1555","애니멀아이즈","신개념 인체 판타지","9.77"
"1556","마미므메모","난다 냄새가","9.86"
"1557","사람교환사업","모든 것을 교환","9.53"
"1558","홀리마운틴","문화혁명!","9.03"
"1559","무브더크라우드","힙합","9.79"
"1560","마계의황녀","마족 유희물","9.87"
"1561","난감소녀","난감 여고생 4컷 만화","9.83"
"1562","위험한연자씨","일상의 소소한 이야기를 담은 그림일기입니다","9.71"
"1563","S군의직딩일기시즌2","시즌2입니다~!","9.65"
"1564","녹스","NOX.","9.85"
"1565","공부좀하자","학원괴기물(怪奇物).","9.85"
"1566","일어나보니치킨","인간으로 돌아갈래!!!","9.86"
"1567","203호저승사자","저승사자 맞냐","9.75"
"1568","리틀프린스!","내가너를 사랑하게된일!","9.77"
"1569","별똥별이떨어졌다","소원 들어주는 별똥별","9.87"
"1570","변이","잔잔한 미스테리  스릴러","9.85"
"1571","정사도[SaintlyDozen]","12개로 나뉜 대천사장의 심장을 찾아라","8.07"
"1572","우리집브로콜리","비식용 브로콜리","9.87"
"1573","반짝반짝행복해","반짝반짝한 이야기","9.25"
"1574","마왕옆자리비서한마리","마왕을 물리치는 용사보다 힘들게 일하는 노동자의 이야기","9.81"
"1575","깨알공장공장장","고소한 결혼권장 웹툰!!!","9.50"
"1576","안녕?위드니","일곱아이들이야기","9.87"
"1577","안쭝의소심러브","항상 핀트가 미묘하게 어긋나는 팬더의 사는 이야기","9.67"
"1578","젠체스토리","젠체의 일상속으로","9.37"
"1579","Somewhere","동성애 만화","9.86"
"1580","여고를아느냐","리얼 여고 100%","9.85"
"1581","캐스팔루크","카페 판타지","9.73"
"1582","페인포인트PAINPOINT","액션판타지","9.62"
"1583","눈을감다","그때…그때 왜 난 모른척 하지 않았을까…","9.68"
"1584","할로,케빈!","옥수수군의 일기, 할로, 케빈!","9.81"
"1585","주전부리","부부웹툰","9.86"
"1586","리부트","나는 죽었다. 그런데...","9.76"
"1587","프러미스:강철의혼","거대로봇 + 오글","9.45"
"1588","서른살을살았어","나의 서른살, 너의 서른살, 우리들의 서른살!","9.83"
"1589","청사나이","청사나이!!","9.84"
"1590","아싸라비아","꽁냥꽁냥","9.86"
"1591","연놈","연놈","9.85"
"1592","SCP-TheAdministrator","확보, 격리, 보호","9.31"
"1593","대작","전 국민의 이목을 집중시킨 한권의 소설, 그 뒤에 숨겨진 피로 얼룩진 비밀.","9.83"
"1594","CANADADA!","버라이어티한 캐나다 워킹홀리데이 체험기","9.86"
"1595","그대와청춘","청춘로맨스","9.85"
"1596","우.할.까","4컷 개그 릴레이","9.81"
"1597","5인전쟁","판타지&전쟁","9.87"
"1598","미쓰토바","토바의 일상이야기!","9.86"
"1599","밑밥","암울하고 답답한 현실. 아름답고 생명력 넘치는 바다. 그 대척점에서 낚시를 만나다.","9.83"
"1600","고민상담특별부","랭킹 시스템 학교","9.86"
"1601","혼자를기르는법","혼자였고 또 혼자일","9.85"
"1602","모두어디로간걸까?","제주도 생활기","9.70"
"1603","당신을사랑하고싶습니다.","고딩대딩의청춘사랑","9.76"
"1604","무한몽","해몽, 예지몽, 꿈에 대한 이야기","9.78"
"1605","왕의정원","자유연재→격주연재로! 본격 드래곤판타지!","9.74"
"1606","사형제","4형제 이야기","9.88"
"1607","다섯개의이름","악마견비글을키우다","9.76"
"1608","오늘만사는토끼가면","왕따는 SNS를 타고~* 에라 모르겠다. 오늘만 산다!!!  얼짱, 기획사 연습생 막장 폭로방송 토끼가면","9.83"
"1609","아리랑부부","결혼 탐구 생활","9.81"
"1610","진짜여군","진짜여군의 진짜진짜 여군이야기","9.87"
"1611","얼인의만아(얼仁義滿我)","사라져가는 우리 전통문화를 들춰보는 만화입니다.","9.85"
"1612","열렙전사","본격 명품 판타지 액션 겜만화","9.70"
"1613","악마와티타임","본격 요양원 만화","9.86"
"1614","힐데르트캐슬","러브액션 판타지","9.42"
"1615","우주대모험","황당한 가족의 기상천외 우주여행!","9.20"
"1616","언더더애플트리","놀탱 놀탱","9.30"
"1617","신과인간에관한재밌는상상화","신과 인간의 관계는...??","9.80"
"1618","솔로가좋다.","나혼자사는솔로툰","9.87"
"1619","죽은자를상대하는방법","좀비물 입니다.","9.86"
"1620","루크벨라의우아한인생","남주없음여자둘만나옴","9.87"
"1621","일상로맨스","소소한 일상들","9.85"
"1622","이상징후(異常徵候)","초능력은개뿔","9.85"
"1623","사자(使者)","최초 여자 염라대왕의 탄생?! 본격 저세상 판타지 로맨스","9.86"
"1624","강을그리다","픽션사극","9.87"
"1625","어렴풋이","글/그림 휘를","9.80"
"1626","헬로리틀또리미","본격 과거일상툰!","9.86"
"1627","쥐인님과나","지극히쥐덕한생활 :3","9.84"
"1628","그마남이야기","그마법사가남기고간이야기","9.86"
"1629","사나울","스물아홉 설레임","9.85"
"1630","SDB","고교당구왕","9.69"
"1631","고양이뚜껑","말하는 고양이!","9.86"
"1632","가라,로봇!","본격 로봇 순애물","9.62"
"1633","성검의홀리소드","성검에 얽힌 모험이야기.","9.79"
"1634","어둠속을날아서","-","9.73"
"1635","물속의고요","꿈에서 마주친 꼬마","9.85"
"1636","판타스틱!티티우스표류기","인어의 육지표류기","9.86"
"1637","더모나크","추방 당한 사탄 그리고..","9.69"
"1638","애원(愛怨)","남고에 여고생 귀신","9.81"
"1639","내첫사랑에대한기억","순정만화","9.87"
"1640","리바이벌(Revival)","판타지 로맨스","9.77"
"1641","별끝에서땅끝까지","별에서 온 별땅이 이야기","9.81"
"1642","마이리틀캐나다","캐나다 적응기","9.85"
"1643","무의식의숲","당신이 잠든 사이","9.90"
"1644","자갈치땅콩","강아지의일기","9.86"
"1645","두번째의왕자님","자유 연재","9.88"
"1646","생생생활기록부","뭉실뭉실 팡이의 정상적이고 평범한 생활기록부","9.86"
"1647","발렌티노다스티","안잘난뱀파이어","9.82"
"1648","혼원사","영혼을 구하는 자","9.86"
"1649","내학생이싸이코패스일리가없어","학원 군상극.","9.85"
"1650","우렁이라도좋아","우렁이 로맨스","9.82"
"1651","그래도내일은","무무의 인생이야기","9.79"
"1652","트라우마","손발오글 순정만화","9.91"
"1653","감염[感染]Infection","푸른빛은 핏빛보다 잔인하다.","8.86"
"1654","데몬데몬","마계 액션 판타지","9.85"
"1655","저리가요마왕씨","날림주의 악필주의 오글주의","9.86"
"1656","비밀스러운짝사랑","고교 개그 순정","9.86"
"1657","유랑인류","온더로드 라이브 여행툰","9.84"
"1658","달콤한나의독일","독일국제연애","9.87"
"1659","밤의피조물","고딕 판타지","9.75"
"1660","외쳐불러:나머지방송반","방송부 이야기","9.81"
"1661","정귀괴담록","퇴마 액션","9.86"
"1662","DeepBlue","시한부","9.86"
"1663","트러블걸","영웅과 악당 둘 다 되어야 했던 소녀의 이야기","9.70"
"1664","네크로골비","네크로맨서","9.85"
"1665","인형의꿈","작은 소망이야기.","9.81"
"1666","마스크걸","인기여캠BJ의정체는?","9.85"
"1667","블루블로썸","블루 블로썸","9.69"
"1668","왕자님을인터뷰하는법","최애캐인터뷰","9.85"
"1669","하루살이소년","요일별 가정부들과 함께 하는 소년 하루의 일상","9.87"
"1670","렛츠고!팜머스쿨!","개그농업학교","9.85"
"1671","네거티브칸나","지상최악의마법소녀","9.74"
"1672","스리핑거","통기타 동아리 스리핑거 이야기","9.65"
"1673","수트오브스파이(suitofspy)","스파이 액션 활극","9.68"
"1674","그래도괜찮을까?","세상이 두려운 사람들의 이야기","9.70"
"1675","악마를찾는사람들","악마를 찾는 사람들의 이야기 악마가 만난 사람들의 이야기","9.63"
"1676","너와이세계의크랙","다른 세계로 끌려들어간 주성이를 중심으로 한 판타지 순정물","9.85"
"1677","Guarding-그녀는나의웬수..","한없이 순수했던 그 아이......때문에 미쳐버릴거같아..","9.77"
"1678","데일리위치","평범한 마녀들의 일상 판타지 사컷만화","9.84"
"1679","언더그라운드블러드팩","Sci-fi 웹그래픽노블","9.87"
"1680","그래,가끔하늘을보자","초보맘 육아 스토리","9.86"
"1681","틈새의주인","검은 전설의 시작","9.84"
"1682","1+1","캠퍼스 로맨스","9.87"
"1683","소나기통조림","학원드라마","9.83"
"1684","사랑하는마음","완결","9.62"
"1685","바이시클","자전거와 사람들","9.36"
"1686","이별에서우리는","남녀의 입장에서 격 화로 진행되는 이별 후의 이야기","9.87"
"1687","나는귀머거리다","나는 귀머거리다","9.90"
"1688","TheA","한 건물에 갇힌 이들의 사투","9.82"
"1689","아이돌Dis토피아","극평범아이돌만화","9.74"
"1690","실","인연의 고리.","9.85"
"1691","조선타임트래블","시간여행★","9.84"
"1692","야생화","본격 아포칼립스 액션","9.84"
"1693","신기관리팀처용대","불가사의한 힘을 지니고 있는 유물들을 둘러싸고 벌어지는 도시액션활극!!","9.67"
"1694","설레긴개뿔","우린 그냥 친구야","9.85"
"1695","양철맨","본격 히어로 액션!! 새로운 슈퍼 히어로의 탄생! 격주 월요일 연재합니다.","9.24"
"1696","시리우스","미스터리 판타지. 자유연재.","9.85"
"1697","들개의품위","Loyal stray dogs","9.86"
"1698","너의나날","여고 안에서의 짝사랑","9.88"
"1699","pponnie(뽀니)","뽀니의 특별한 일상","9.85"
"1700","산타","12월에...","9.74"
"1701","마나마나","@(0▽0)@","9.86"
"1702","마네킹","나한테왜그랬어?","9.86"
"1703","아름다운개새끼","의식의 흐름대로 그리는 만화","9.85"
"1704","심모람채널","모람모람한 날들","9.83"
"1705","프리템포","세 여자의 스펙타클하고 유머러스한 생활담","9.86"
"1706","산신[山神]","한국설화 각색환타지","9.86"
"1707","카이제리온(KAIXERION)","슈퍼 로맨스","9.54"
"1708","도닥도닥","3포세대 우리들","9.86"
"1709","오즈의바보들","오즈의 이야기","9.89"
"1710","망각천사를잡는방법","천사와 싸우는 인간","9.76"
"1711","애오라지","옛날옛날에…","9.69"
"1712","마왕의휴일","나를 위해 춤춰라.","9.87"
"1713","HOL(전설의역사)","리그오브레전드 비하인드 스토리 -FANFIC-","9.40"
"1714","어메이징결혼이야기","“내일은결혼”책출시","9.88"
"1715","아이들의404","울집에미친넘이떳다!","9.87"
"1716","날로먹는연애","사라진 친구 찾기","9.84"
"1717","묘생인생","두 괭이와 두 괭인의 일상","9.88"
"1718","환상음악단편선","환상음악단편선","9.69"
"1719","리바이어던","SF 드라마","9.70"
"1720","기적의앱스토어","투시안경. 미래예지. 그런 물건이 내 손에 쥐어 진다면? 마법물품으로 인생역전을 이룬다!","9.86"
"1721","우애좋은삼남매","안과 밖이 다른 삼남매의 일상","9.85"
"1722","연애의정석","남녀 사랑의 정석","9.70"
"1723","서당개삼년이면풍월을읊는다.","좀 웃긴 학원물","9.81"
"1724","전달자","카르가막의 여정","9.31"
"1725","우주수호기사마이티캣!","비일상적인 히어로물","9.78"
"1726","저주를걸어드립니다.","난쟁이 마녀 이야기","9.87"
"1727","오!주예수여","예수님 아닙니다","9.85"
"1728","캣밑피쉬(TheCatMeetsFish)","트로피컬 여행 판타지","9.86"
"1729","미백클럽","궁극의 동아리","9.72"
"1730","펭귄테일","엉뚱펭귄 등장!","9.86"
"1731","시간나비","잃어버린 3년을 찾아서","9.11"
"1732","탄생석","능력자 판타지","9.86"
"1733","썸타임","매주 화요일 연재","9.86"
"1734","빨간눈토끼","토끼눈은 원래 빨갛다!","8.53"
"1735","나그리고","설명하기 힘든 마음들 그림으로 대신 설명해드릴게요","9.86"
"1736","수상한전학생","신개념 좀비로맨스","9.85"
"1737","영어전쟁","전쟁같은 미국생활기","9.86"
"1738","소녀의세계","소녀들의 우정물","9.85"
"1739","이온","☆★☆★","9.73"
"1740","망상특급열차","하는 거 없는 여행","9.64"
"1741","고추밭표류기","귀농,농촌툰 아님","9.82"
"1742","룸메이트","우리는 흔녀.","9.57"
"1743","몬딕","몬스터 딕셔너리","9.88"
"1744","제왕의조건","퓨전판타지","9.81"
"1745","블랙헤이즈","판타지","9.87"
"1746","백수탐정","대한민국에 탐정이 존재한다.","9.82"
"1747","안즈","'바람'의 8대를 찾아라.","9.78"
"1748","악제에피소드","악마 VS 인간","9.57"
"1749","빅플크루","도자기 덕후의 일상툰^^","9.33"
"1750","코인","마왕과용사","9.80"
"1751","(2부)나는엄마다","엄마가 된 고등학생의 학교복귀 투쟁기","9.77"
"1752","HOOD","시체의 이야기","9.87"
"1753","미다스의아들","100일간의 이야기","9.85"
"1754","안녕내스물일곱","내 스물일곱 이야기","9.86"
"1755","뉴빌런","악당들의 세대교체 이야기","9.82"
"1756","폭군의궁전청소부","정식연재!","9.84"
"1757","혼생자(魂生子)","설화의 재해석.","9.86"
"1758","리플렉션","흡혈귀 동양 판타지","9.78"
"1759","안단테노선생","누구나 싫어하고 꺼리는 공포의 치과.어느 치과 의사의 잔잔한 인생 이야기","9.70"
"1760","아이보리","초보 엄마 아빠 육아성장기","9.87"
"1761","난너의운명","운명적인 사랑이란!?","9.84"
"1762","고기해방연합","고기가 금지된 세상","9.85"
"1763","아르테","하늘과 땅의 사랑을 받는 아르테라 불리는  한소녀의 성장 이야기","9.87"
"1764","진실게임","거짓말을 하면 죽는다...!","9.86"
"1765","불가능한연애","절대 연애가 안될 것 같은 두사람의 연애 방법.","9.86"
"1766","개집사일기","우리 개만 그런가?","9.80"
"1767","F&I","B급 느와르 액션 만화","9.65"
"1768","만물상","모든 물건을 파는 가게의 이야기","9.82"
"1769","인버스","본격 분열성 조장 만화","9.87"
"1770","신영웅전기","마법학자와 신영웅의 이야기","9.87"
"1771","해를쫓아별이된아이","해를쫓아별이된아이","9.85"
"1772","도나도나도나","돌고 도는 사람들","9.88"
"1773","천개의소원","고교 일상 순정 만화 ★격주 토요일연재★","9.86"
"1774","우리집장롱대마왕","하숙생 구해요!","9.79"
"1775","잊지않아","요정과사람이야기","9.55"
"1776","우바우(우리가바라는우리)","웃퍼","9.85"
"1777","코코넨네","본격 아기 관찰 웹툰.","9.87"
"1778","오빠의향기","판타지 코믹 순정만화","9.85"
"1779","오토리버스","오토리버스","9.76"
"1780","아이돌스파이","아이돌이지만 원하는 단 하나를 가지지 못해 스파이가 된 철부지 '그놈'과 인생에서 포기를 먼저 배워 너무 일찍 철든 '그녀'와 만나면서 벌이는 로맨틱 액션코미디","9.72"
"1781","오늘은좀더낫겠지","어제보다 나은 오늘을 꿈꾸는 그녀의 시시콜콜한 이야기(수요일 연재)","9.68"
"1782","수수께끼","첫사랑 누나?","9.85"
"1783","그와그녀와그","다크순정판타지+개그.매월 10,20,30일연재.","9.86"
"1784","꽃자국길","환상 여행","9.85"
"1785","죽지못해산다","죽지못해사는 여섯 남자 이야기","9.88"
"1786","슈퍼시크릿","소꿉친구의 일상판타지","9.85"
"1787","롤랜드엠블리","귀여운 친구들의 일상","9.49"
"1788","블랙스완을위한변명","영국 빅토리아시대 로맨스","9.86"
"1789","유쾌빽양의사회적응기","일상생활에서 보고 들을 수 있는 일상사를 귀여운? 곰들과 함께 풀어가는 카툰~ 때론 과격하고 폭력하지만 다소 어리버리하고 바보같지만 귀여운 북극곰, 팬더, 불곰. 들의 일상사~","9.57"
"1790","렌탈맨","렌탈맨","8.31"
"1791","호랑이형님","호랑이 액션활극!!!","9.86"
"1792","레이디프로젝트","신랑감 찾기 프로젝트","9.86"
"1793","에잇뿔","우리..돈 없으면 사랑할 수 없나요?","9.83"
"1794","천화","집착의 굴레","9.82"
"1795","여자들의뒷담화","세여자의 각자 다른 사랑이야기.","9.87"
"1796","흑백인간","천재사이코들두뇌싸움","9.80"
"1797","요런요물들","한국의 요물들이 현대사회를 살아가는 이야기","9.86"
"1798","그린애플","고딩 사계절이야기","9.80"
"1799","아메리카노","20대 첫사랑을 카페에 빗대어 그린 만화.","9.13"
"1800","무극","코믹+무협","9.84"
"1801","무림야구","삼국지 등장인물들이 펼치는 퓨젼 야구 만화!!!","9.47"
"1802","슬기로운생활","존잘남의 학교생활 분투기","9.85"
"1803","CELL[셀]","특별한 죄인들을 가두는 감옥","9.86"
"1804","4층복도끝천국","유령로맨스","9.86"
"1805","선택게임","독자 선택 만화","9.87"
"1806","하우투싸커[Howtosoccer]","때는 바야흐로 인류 시즌7. 그 시대에는 없는 것이 하나 있었으니?","9.36"
"1807","너라면알까?","고교 성장 드라마","9.86"
"1808","조금더가까이","관계를 들여다보기","9.85"
"1809","뉴욕,고양이그리고나","뉴욕에서 일러스트레이터로 일하는 그녀와 고양이의 소소한 이야기.","9.87"
"1810","네크로맨서","현대판 네크로맨서의 일상","9.87"
"1811","뷰티풀군바리","여자가군대를가면?","9.74"
"1812","행운의서(書)","세 사람의 만남, 그로인해 다가오는 하나의 행운","9.87"
"1813","5月하늘의돋보기","잃어버렸나요?","9.86"
"1814","버드(BUD)","환생 판타지.","9.65"
"1815","구름사냥","뜬구름 잡자규~","9.64"
"1816","뿔뿔뿔뿔","미노타우로스 병을 앓고 있는 남자들의 사람사는 이야기","9.83"
"1817","마미기숙사","여자기숙사에 남자가 산다!!","9.85"
"1818","꾼","고교생들의 잔혹하고 고독한 도박세계","9.52"
"1819","애플에이지","성범죄 웹툰","9.88"
"1820","이여인","이십대 여자 직장인","9.86"
"1821","OneBiteOfTheApple","단편만화 모음집","9.82"
"1822","바리바리발발","하나뿐인 고양이 바리와 슈리,누리! 와의 게으른 주인의 일상.","9.86"
"1823","신룡의주인","마법학교에 입학?!","9.85"
"1824","죽어도숨은쉰다","이승과 저승의 이야기","9.85"
"1825","약하지않아","최약체 몬스터들의 모험","9.80"
"1826","연정가","조선시대 슬픈 사랑이야기","9.48"
"1827","어쩌지남여","츤츤이와 준이","9.79"
"1828","빗자루도깨비태비(리메이크전)","도깨비 이야기","9.85"
"1829","마장박다이어리","마장박의 일상....","8.87"
"1830","디어비스","슈퍼히어로물","9.69"
"1831","그림술사","요괴와술사의이야기","9.87"
"1832","이너옥터","불만 많은 우주 여행기","9.87"
"1833","햄스터만바라보다","햄스터의 매력에 흠뻑♥","9.87"
"1834","내마음의음유시인","마지막공연","9.86"
"1835","냥모나이트","냥이와 여자사람의 동거툰","9.84"
"1836","지옥문","한밤 중 아파트 옥상에서 들리는 정체불명의 소음?","9.86"
"1837","인생은꿈맛","인도여행기 업뎃중","9.38"
"1838","은퇴한히어로","백수 히어로의 일상","9.85"
"1839","숨","연재 종료","9.86"
"1840","달수이야기","총체적난국 주의","9.86"
"1841","오가닉하게우프!","오가닉한 두 여자의 영국우프 체험기!","9.85"
"1842","그섬에바보들이산다","자유연재중입니다.","9.83"
"1843","이별만화완성도","눈물과 콧물","9.58"
"1844","연애의정령","연애코치가 왔다!","9.84"
"1845","한소리로듣고한눈으로보고","흑백단편/자유","9.85"
"1846","새벽소리가들린다","요정나라에서 펼쳐지는 달콤한 일상","9.70"
"1847","그림자도마뱀사기극","소소한 유쾌 판타지","9.82"
"1848","하이라몽","★ 하이 코미디 어드벤쳐 옴니버스 스쿨 판타지 ★","9.53"
"1849","여도지죄","만남과 이별 사이","9.83"
"1850","늑대와의동침","인기 아이돌 '크라운'의 리더 공재윤과의 아슬아슬 동거생활!","9.86"
"1851","씁쓸한하루","어떻게든 되겠지","9.83"
"1852","푸디와친구들","푸디의 카페 만들기 좌충우돌!","7.81"
"1853","내소울메이트는어디있을까","내 인연은 어디에?","9.87"
"1854","다크써클몸빼바지","육식마녀","9.81"
"1855","꽃보다찬란한","코믹,로맨스♡","9.76"
"1856","글더하기그림","짧은만화","9.82"
"1857","인생삼파전","조폭 김창식의 인생역전 임업도전기!!","9.74"
"1858","공복의저녁식사","매일매일 맛있는 음식","9.85"
"1859","에르데","에르데 - 세상을 구하는 엘프이야기","9.79"
"1860","인간의조건","여우이야기","9.87"
"1861","꼴통명문구린고","일상코믹스쿨라이프","9.85"
"1862","과일종합선물세트","본격 과일들이 썸타는 만화","9.85"
"1863","괴발개발","16마리 반려동물이야기","9.86"
"1864","비스트사인","여장소년 수난기","9.66"
"1865","1+1=3","여성이 포식자가 되어버린 망가진 세계에 떨어진 사람들. 그들의 생존, 집착, 사랑 이야기","9.87"
"1866","로고스","마몬형제의 이야기","9.64"
"1867","소리다이어리","20년째 다이어리질","9.78"
"1868","고예섬방문일지","동서고금무 판타지","9.83"
"1869","외모지상주의","매주 토요일 연재","9.86"
"1870","유리구두의비밀","메르헨판타지 자유연재","9.76"
"1871","블러드블랙","뱀파이어?!","9.86"
"1872","EMPIRE(제국)","판타지 드라마","9.60"
"1873","모아세(모두가아름다워진세상)","성형,외모","9.86"
"1874","레드군","소년 모험 만화!","9.50"
"1875","11월에내리는설이","용우와 소설, 시간의 이야기.","9.73"
"1876","밴디지!","현실상륙작전. 이대로 미지근한 불시착이 될 것인가, 아니면 시동을 걸고 스스로 날아오를 것인가! 밴드로 치유하는 우리들의 상처, 조금은 어설픈 희망재활 프로젝트, 밴디지!","9.68"
"1877","몽유병","몽유병에 걸린 한 남자의 이야기","9.73"
"1878","잉문학","잉여+인문학=잉문학","9.84"
"1879","치킨,신이된닭","맥주를 좋아하는 닭이 치킨이 되어가는 과정","9.81"
"1880","제가그냥보라색을좋아하는데요(제.그.보.)","일상욕망 콜렉터!  + 천사/악마 지망생","9.86"
"1881","히어로즈플랜B","H.P.B","9.85"
"1882","수상한복학생","ST☆R별","9.85"
"1883","리얼러브","학원 일상스토리","9.87"
"1884","거꾸로-툰","내려갔다 올라가는 만화. 거꾸로 다시보면 새롭게 보이는 반전 만화","9.85"
"1885","아내의그녀","위기의 부부에게 찾아온 의문의 그녀!","9.86"
"1886","그날,이후의세계","16년 뒤로","9.84"
"1887","편의점의마법사","일상 판타지","9.89"
"1888","자유부인","자유부인과 점년이의 지적인 싼티의 마력","9.86"
"1889","건축카페종이집","소녀의 건축여행기","9.77"
"1890","여자가더좋아하는연애","하는 연애","9.86"
"1891","ADHD생활기","ADHD를 갖고 있는 줄 모른 채 어른이 된 사람들","9.76"
"1892","Mrs.Alice","어느날 사라져버린 엄마. 기억속에 숨겨져 있던 엄마의 진짜 모습을 찾아나선 조엘.","9.81"
"1893","윙즈-영광을위한날개","드래곤과 창공의 세계","9.85"
"1894","영광에매이다","은톨이와 도깨비","9.74"
"1895","여탕보고서","여탕의 진실","9.85"
